// カメラのシャッター回数
SHUTTER,4,
// 枠の大きさ(X,Y)
FRAMESIZE,2,2,
// マップデータ
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,
2,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,2,
2,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,2,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
2,0,2,0,3,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,3,0,3,0,2,
2,3,0,2,0,2,0,2,0,2,2,2,2,2,2,2,0,2,0,2,0,2,0,2,2,
2,0,0,0,0,0,0,0,0,2,3,0,2,0,3,2,0,0,0,0,0,0,0,0,2,
2,9,9,9,9,9,9,9,9,9,0,2,4,2,0,9,9,9,9,9,9,9,9,9,2,
2,2,0,2,0,2,0,2,0,2,0,3,5,3,0,2,0,2,0,2,0,2,0,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
